Seq,Gender,M,R,F,FirstPurch,ChildBks,YouthBks,CookBks,DoItYBks,RefBks,ArtBks,GeoBks,ItalCook,ItalAtlas,ItalArt,Related purchase,Florence
1527,1,206,36,3,52,0,0,1,1,0,0,1,0,0,0,1,0
1528,1,205,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0
1529,1,205,8,2,10,0,0,0,0,0,0,1,0,0,0,1,0
1530,1,205,12,1,12,0,0,0,0,0,1,0,0,0,0,1,0
1531,1,205,2,1,2,0,0,0,0,0,0,1,0,0,0,1,0
1532,0,205,8,2,10,0,0,0,0,0,0,1,0,0,0,1,0
1533,1,205,6,12,38,3,2,3,1,0,1,2,0,0,1,4,0
1534,1,204,14,12,60,4,1,3,1,0,1,2,2,0,0,5,0
1535,1,204,6,4,20,0,0,0,0,1,0,1,0,0,0,1,0
1536,1,204,6,2,14,0,1,0,0,0,0,1,0,0,0,1,0
1537,1,204,14,1,14,0,0,0,0,0,0,1,0,0,0,1,0
1538,1,203,18,1,18,0,0,1,0,0,0,0,0,0,0,0,0
1539,1,203,16,2,24,1,0,1,0,0,0,0,1,0,0,1,0
1540,1,203,14,1,14,0,1,0,0,0,0,0,0,0,0,0,0
1541,1,203,2,2,6,0,0,0,0,0,0,0,0,0,0,0,1
1542,1,203,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0
1543,0,203,2,12,28,1,1,1,0,0,0,2,0,2,0,4,0
1544,0,203,2,1,2,0,0,0,0,0,2,0,0,0,0,2,0
1545,1,203,34,1,34,0,0,0,0,0,0,0,0,0,0,0,0
1546,0,203,4,4,22,1,0,0,1,0,0,0,0,0,0,0,0
1547,1,203,14,2,18,0,1,0,0,1,0,0,0,0,0,0,0
1548,1,202,4,9,48,2,0,1,2,0,1,2,0,0,0,3,0
1549,1,202,12,2,16,0,0,1,0,0,0,0,0,0,0,0,0
1550,1,202,8,11,32,1,0,1,1,0,1,3,0,0,0,4,1
1551,1,202,4,12,72,1,1,0,1,2,2,0,0,0,0,2,1
1552,1,202,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
1553,0,202,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0
1554,1,202,30,1,30,0,0,0,0,0,1,0,0,0,0,1,0
1555,1,202,8,1,8,0,0,0,0,0,0,1,0,0,0,1,1
1556,1,202,4,1,4,0,0,0,0,0,4,2,0,0,0,6,0
1557,1,202,8,8,34,3,1,2,1,0,1,2,0,0,0,3,0
1558,1,202,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
1559,1,201,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
1560,0,201,34,6,54,3,1,0,0,1,0,1,0,0,0,1,0
1561,1,201,14,7,54,1,0,5,0,0,1,0,0,0,0,1,0
1562,0,201,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1563,1,201,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0
1564,1,201,14,2,20,1,0,0,0,1,1,2,0,0,0,3,0
1565,1,201,6,10,38,2,2,1,1,0,0,2,0,0,0,2,1
1566,1,201,32,2,36,0,1,1,0,0,0,0,0,0,0,0,0
1567,0,201,22,10,76,1,1,1,2,0,1,0,0,0,0,1,0
1568,0,201,8,2,16,0,0,0,0,0,0,0,0,0,0,0,0
1569,0,201,4,2,10,0,0,0,0,0,0,0,0,0,0,0,0
1570,0,200,8,3,24,0,1,0,0,0,0,1,0,0,0,1,0
1571,1,200,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1572,1,200,26,1,26,1,0,0,0,0,0,0,0,0,0,0,0
1573,1,200,4,2,10,0,0,0,0,0,0,0,0,0,0,0,0
1574,1,200,30,4,44,1,1,1,0,0,0,1,1,0,0,2,0
1575,1,200,12,2,18,0,1,0,0,0,1,1,1,0,0,3,0
1576,1,200,10,2,12,0,0,0,0,0,0,0,0,0,0,0,0
1577,0,200,6,1,6,0,0,0,0,0,0,1,0,0,0,1,0
1578,1,200,14,10,56,3,1,2,1,2,1,0,0,0,0,1,0
1579,1,199,14,2,16,0,0,1,0,0,0,0,0,0,0,0,0
1580,1,199,16,4,30,2,1,0,0,0,0,1,0,0,0,1,0
1581,1,199,10,9,62,0,2,3,1,1,0,1,0,0,0,1,0
1582,0,199,32,2,34,0,2,0,0,0,0,0,0,0,0,0,0
1583,1,199,14,5,34,3,0,1,0,0,1,0,0,0,0,1,0
1584,1,199,14,2,18,0,0,0,1,0,1,0,0,0,0,1,0
1585,1,199,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
1586,1,199,32,2,34,0,2,0,0,0,0,1,0,0,0,1,0
1587,1,199,12,6,38,0,0,1,1,1,0,1,0,0,0,1,0
1588,1,199,16,9,38,5,0,2,0,0,0,0,0,0,0,0,0
1589,0,199,16,1,16,0,0,0,0,1,0,0,0,0,0,0,0
1590,1,199,4,9,42,1,1,2,3,0,0,0,0,0,0,0,0
1591,0,199,8,2,10,0,0,0,0,0,1,2,0,0,0,3,0
1592,1,199,12,2,18,1,0,0,0,0,0,2,0,0,0,2,0
1593,1,198,26,2,30,1,0,0,0,0,1,0,0,0,0,1,0
1594,1,198,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
1595,1,198,12,6,34,2,0,1,1,0,0,1,0,0,0,1,0
1596,0,198,20,9,64,1,1,5,0,1,0,0,0,0,0,0,0
1597,1,198,14,2,22,0,0,0,0,1,0,0,0,0,0,0,0
1598,1,198,8,2,14,0,0,0,1,0,1,0,0,0,0,1,0
1599,1,198,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0
1600,0,198,34,1,34,1,0,0,0,0,1,1,0,0,0,2,0
1601,1,197,16,12,60,3,2,1,0,2,1,3,0,2,0,6,0
1602,1,197,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1603,1,197,12,2,16,1,0,0,0,0,0,1,2,0,0,3,0
1604,1,197,32,2,36,0,1,1,0,0,0,1,2,0,1,4,0
1605,1,197,16,3,28,1,0,0,0,1,0,1,0,0,0,1,1
1606,1,197,2,10,42,0,2,4,1,0,0,1,0,0,0,1,0
1607,1,197,16,1,16,0,0,0,0,0,0,0,0,0,0,0,0
1608,0,196,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0
1609,0,196,18,2,22,0,0,1,0,0,1,0,0,0,1,2,0
1610,1,196,16,4,32,1,2,1,0,0,0,0,0,0,0,0,0
1611,1,196,16,1,16,0,1,0,0,0,0,0,0,0,0,0,0
1612,0,196,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1613,1,196,18,1,18,1,0,0,0,0,0,0,1,0,0,1,0
1614,0,196,14,1,14,0,0,1,0,0,1,0,0,0,0,1,0
1615,0,195,16,2,20,0,0,1,0,1,0,0,0,0,0,0,0
1616,1,195,12,2,16,0,0,1,0,0,0,0,0,0,0,0,0
1617,1,195,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0
1618,1,195,16,2,18,1,0,1,0,0,0,0,0,0,0,0,0
1619,1,195,10,2,14,0,0,0,0,0,0,1,0,0,0,1,0
1620,0,195,12,1,12,0,0,0,0,0,0,1,1,0,0,2,0
1621,1,195,8,6,42,2,0,0,0,0,0,0,0,0,0,0,0
1622,0,195,22,12,86,3,1,3,2,1,0,0,0,0,0,0,0
1623,1,195,14,9,60,2,1,1,2,0,0,0,0,0,0,0,0
1624,0,195,28,1,28,1,0,0,0,0,0,2,0,0,0,2,0
1625,0,195,6,2,14,1,0,0,0,0,0,0,0,0,0,0,1
1626,1,195,4,2,8,0,0,0,0,0,1,0,0,0,0,1,1
1627,0,194,12,10,62,3,1,2,1,1,0,1,0,0,0,1,0
1628,1,194,14,2,22,0,0,0,0,0,2,0,0,0,0,2,0
1629,1,194,30,1,30,1,0,0,0,0,0,0,0,0,0,0,0
1630,0,194,10,6,22,0,0,1,0,2,0,0,1,1,0,2,1
1631,1,194,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
1632,0,194,6,6,30,0,1,2,0,1,0,0,1,1,0,2,1
1633,0,194,6,2,8,0,0,0,0,0,2,0,0,0,0,2,0
1634,1,193,16,2,20,1,0,0,0,0,1,0,0,0,0,1,0
1635,1,193,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
1636,0,193,10,6,28,0,1,1,0,2,1,0,0,0,0,1,0
1637,1,193,8,6,20,0,1,2,1,0,0,0,0,0,0,0,0
1638,0,193,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
1639,1,193,14,2,18,1,1,0,0,0,0,0,0,0,0,0,0
1640,1,193,8,5,36,0,0,1,0,1,1,0,0,0,1,2,0
1641,0,193,22,2,24,0,1,0,0,1,1,0,0,0,0,1,0
1642,0,193,14,1,14,0,0,0,0,0,0,0,3,0,0,3,0
1643,0,193,14,3,28,2,0,0,1,0,0,0,3,0,0,3,0
1644,1,193,10,8,48,2,1,1,2,1,2,0,0,0,0,2,0
1645,1,193,16,2,20,1,0,1,0,0,0,0,0,0,0,0,0
1646,1,192,34,6,52,0,0,3,2,0,1,0,0,0,0,1,0
1647,0,192,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
1648,1,192,18,4,36,0,0,3,0,1,0,0,0,0,0,0,0
1649,1,192,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
1650,1,192,18,6,38,1,0,3,1,0,0,1,0,0,0,1,0
1651,1,192,14,1,14,0,0,0,0,0,1,0,0,0,0,1,1
1652,1,192,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
1653,1,192,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
1654,0,192,10,11,72,4,1,1,1,0,0,0,0,0,0,0,0
1655,1,192,12,11,48,1,2,1,0,0,0,0,0,0,0,0,0
1656,1,192,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1657,1,192,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
1658,1,191,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
1659,1,191,22,2,24,0,0,1,1,0,0,0,0,0,0,0,0
1660,1,191,14,2,20,1,0,0,0,1,0,0,0,0,0,0,0
1661,1,191,16,4,24,0,0,2,2,0,0,0,0,0,0,0,0
1662,1,191,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0
1663,1,191,8,8,26,0,2,3,0,0,0,0,0,0,0,0,0
1664,1,191,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
1665,1,191,24,8,50,2,1,1,0,2,0,0,0,0,0,0,0
1666,1,191,16,9,50,3,1,0,0,0,1,1,0,0,0,2,0
1667,1,191,4,1,4,0,0,0,0,0,0,1,0,0,0,1,0
1668,0,191,12,12,76,2,2,4,0,1,2,1,2,0,0,5,0
1669,1,190,16,1,16,0,0,0,0,0,0,1,0,0,0,1,0
1670,0,190,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1671,0,190,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
1672,0,190,18,1,18,0,0,0,1,0,0,0,0,0,0,0,0
1673,1,190,6,6,42,0,1,0,0,0,0,1,0,0,0,1,0
1674,1,190,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
1675,1,190,34,7,48,2,0,5,0,0,0,1,0,0,0,1,0
1676,0,190,26,2,28,0,0,0,1,0,2,1,1,0,0,4,0
1677,0,190,6,2,14,0,0,1,0,0,0,1,0,0,0,1,0
1678,1,190,2,1,2,0,0,0,0,0,0,1,0,0,0,1,0
1679,1,190,14,2,22,0,0,0,0,0,0,1,0,0,0,1,0
1680,1,190,24,3,40,0,0,2,0,1,0,1,0,0,0,1,0
1681,1,190,8,2,16,1,0,0,0,0,0,0,0,0,0,0,0
1682,1,190,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1683,0,190,24,6,46,2,1,2,0,1,0,0,0,0,0,0,0
1684,0,189,16,9,68,1,0,1,3,1,1,2,0,0,0,3,0
1685,1,189,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
1686,1,189,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0
1687,1,189,12,2,18,1,0,0,0,0,0,0,0,0,0,0,0
1688,1,189,4,11,30,0,1,0,0,0,1,1,0,0,1,3,1
1689,0,189,14,4,34,0,1,1,0,0,1,1,0,0,0,2,1
1690,0,189,14,1,14,0,0,1,0,0,0,1,0,0,0,1,0
1691,1,189,10,11,62,1,1,4,3,0,0,0,0,0,0,0,1
1692,0,189,20,1,20,0,0,0,0,1,0,0,0,0,0,0,0
1693,0,189,10,7,48,0,0,3,0,1,1,0,0,0,0,1,0
1694,1,189,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0
1695,1,189,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
1696,1,189,26,11,72,1,0,4,2,1,0,0,0,0,1,1,0
1697,1,188,36,6,62,2,0,2,0,0,1,1,0,0,0,2,0
1698,1,188,22,5,48,1,0,1,1,1,0,1,0,0,0,1,0
1699,1,188,16,2,18,0,1,1,0,0,0,1,0,0,0,1,0
1700,1,188,10,1,10,0,0,0,0,0,0,1,0,0,0,1,0
1701,1,188,12,2,14,0,0,1,0,0,0,1,0,0,0,1,0
1702,1,188,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0
1703,1,188,12,1,12,0,0,0,0,0,1,0,0,0,0,1,0
1704,0,188,12,2,18,0,0,1,0,0,0,0,0,0,0,0,0
1705,1,188,12,2,16,0,0,1,0,0,0,0,0,0,0,0,0
1706,1,187,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0
1707,0,187,10,7,30,0,1,1,0,0,1,2,0,0,0,3,1
1708,1,187,2,8,44,3,1,2,1,0,0,0,1,0,0,1,0
1709,1,187,6,11,38,2,0,3,2,0,0,1,1,0,0,2,1
1710,0,187,32,11,88,2,1,2,2,1,0,0,2,2,1,5,0
1711,1,187,14,2,18,0,1,1,0,0,0,1,0,0,0,1,0
1712,1,187,12,1,12,0,0,0,0,0,1,1,0,0,0,2,0
1713,1,187,26,2,32,1,0,1,0,0,0,0,0,0,0,0,0
1714,1,187,34,2,38,0,0,0,1,0,0,1,0,0,0,1,0
1715,1,187,34,2,42,0,0,1,1,0,0,1,0,0,0,1,0
1716,1,186,24,1,24,0,0,0,1,0,0,0,0,0,0,0,0
1717,1,186,2,10,36,1,1,2,0,1,2,1,0,0,0,3,0
1718,1,186,10,2,16,1,0,0,0,0,2,1,0,0,0,3,0
1719,1,186,12,12,62,5,1,1,2,1,2,0,0,0,0,2,0
1720,0,186,8,8,38,2,1,1,1,0,0,2,0,0,0,2,1
1721,0,186,12,1,12,0,0,0,0,0,1,0,0,0,0,1,0
1722,1,186,14,3,30,1,0,1,0,0,1,0,0,0,0,1,0
1723,1,185,6,2,12,0,0,0,0,0,0,0,0,0,0,0,0
1724,1,185,14,5,42,0,1,2,0,0,0,1,1,0,0,2,0
1725,1,185,14,8,54,2,1,1,3,0,0,1,1,0,0,2,0
1726,1,185,30,1,30,0,1,0,0,0,0,0,1,0,0,1,0
1727,1,185,8,2,14,1,0,0,0,0,0,0,0,0,0,0,0
1728,1,185,6,2,8,0,0,0,0,0,0,0,0,0,0,0,0
1729,1,185,16,3,26,0,0,1,0,2,0,0,0,0,0,0,0
1730,0,185,14,2,22,1,1,0,0,0,1,2,0,0,0,3,0
1731,0,185,6,6,18,0,1,0,2,0,0,2,0,0,0,2,0
1732,1,185,16,1,16,1,0,0,0,0,2,2,1,0,0,5,0
1733,1,185,12,9,50,1,0,2,0,1,0,2,0,0,1,3,0
1734,1,185,14,1,14,0,1,0,0,0,0,0,0,0,0,0,0
1735,1,185,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
1736,0,184,20,6,44,1,2,0,3,0,0,0,0,0,0,0,0
1737,1,184,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
1738,0,184,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1739,1,184,12,10,60,1,1,2,2,0,0,0,0,0,0,0,0
1740,0,184,14,2,16,1,0,0,1,0,0,2,2,0,0,4,0
1741,0,184,14,4,24,1,0,1,1,0,0,0,0,0,0,0,1
1742,1,184,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
1743,1,184,16,1,16,0,0,0,0,0,0,0,0,0,0,0,0
1744,1,184,14,6,46,0,0,3,1,1,1,0,0,0,0,1,0
1745,1,184,26,8,44,0,0,1,3,0,0,0,1,0,0,1,0
1746,1,184,16,10,70,0,3,2,0,1,0,0,0,0,0,0,1
1747,1,183,6,3,18,0,0,0,0,0,1,0,0,0,0,1,1
1748,1,183,12,2,16,0,1,0,0,0,0,0,0,0,0,0,0
1749,1,183,8,2,14,0,0,0,1,0,0,0,0,0,0,0,0
1750,1,183,12,9,64,1,2,1,2,1,0,0,0,1,2,3,0
1751,1,183,8,6,42,1,0,2,0,0,0,0,0,0,0,0,0
1752,1,183,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0
1753,1,183,28,2,30,0,0,0,2,0,0,0,0,0,1,1,0
1754,1,183,14,2,22,0,0,0,1,0,0,0,0,0,0,0,1
1755,1,183,16,5,36,1,0,3,0,0,0,2,0,0,0,2,0
1756,0,183,2,1,2,0,0,0,0,0,1,2,0,0,0,3,0
1757,1,183,16,10,50,1,1,3,1,1,0,2,1,0,0,3,0
1758,1,183,8,1,8,0,0,0,0,0,0,2,0,0,0,2,0
1759,1,182,4,10,34,2,2,0,1,0,0,1,0,0,0,1,0
1760,1,182,16,5,42,2,0,0,0,1,1,1,0,0,0,2,0
1761,1,182,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
1762,0,182,12,2,18,0,0,1,0,0,0,0,0,0,0,0,0
1763,1,182,12,1,12,0,0,0,0,0,0,1,0,0,0,1,0
1764,0,182,12,3,26,0,0,2,0,0,0,1,0,0,0,1,0
1765,0,181,10,2,16,1,0,0,0,0,0,0,0,0,0,0,0
1766,0,181,4,2,10,0,0,0,0,0,0,0,0,0,0,0,0
1767,1,181,8,10,62,1,1,3,0,0,1,0,0,0,0,1,0
1768,0,181,16,2,18,0,1,0,0,0,0,0,0,0,0,0,0
1769,1,181,12,1,12,0,0,0,0,0,2,0,0,0,0,2,0
1770,1,181,10,1,10,0,0,0,0,0,0,0,0,0,0,0,1
1771,1,181,10,1,10,0,0,0,0,0,0,0,0,0,0,0,1
1772,0,181,18,4,34,2,0,0,1,1,1,0,1,0,0,2,0
1773,1,181,4,3,18,0,0,1,0,0,0,0,0,0,0,0,0
1774,1,180,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0
1775,1,180,14,2,20,0,1,0,0,0,0,0,0,0,0,0,0
1776,0,180,8,2,12,0,0,0,0,0,0,0,0,0,0,0,0
1777,1,180,16,2,24,0,1,0,0,0,0,0,0,0,0,0,0
1778,0,180,16,1,16,0,0,0,0,0,0,0,0,0,0,0,0
1779,0,180,22,9,42,4,1,1,0,2,0,0,0,0,0,0,0
1780,0,180,14,1,14,0,0,1,0,0,0,0,0,0,0,0,1
1781,1,180,16,2,24,0,0,1,0,0,3,0,0,0,0,3,1
1782,1,180,8,1,8,0,0,0,0,0,1,0,0,0,0,1,0
1783,1,179,4,3,22,1,0,0,0,1,0,0,0,0,0,0,0
1784,1,179,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1785,1,179,16,3,34,0,1,2,0,0,0,0,0,0,0,0,0
1786,1,179,20,5,38,2,1,2,0,0,0,0,0,0,0,0,0
1787,1,179,12,4,32,1,0,1,0,0,0,0,0,0,0,0,0
1788,0,179,10,1,10,0,0,0,0,0,2,0,0,0,0,2,1
1789,0,179,10,2,18,0,0,0,0,1,0,0,0,0,0,0,0
1790,1,179,14,2,18,1,0,1,0,0,0,0,0,0,0,0,0
1791,1,179,22,8,40,2,0,2,1,0,0,0,0,0,0,0,0
1792,0,178,26,8,56,1,1,2,0,0,2,2,1,0,1,6,0
1793,1,178,14,1,14,0,1,0,0,0,0,0,0,0,0,0,0
1794,1,178,30,2,34,0,0,1,0,0,0,1,0,0,0,1,0
1795,0,178,18,2,26,1,0,1,0,0,0,0,0,0,0,0,0
1796,0,178,14,7,38,0,1,2,2,0,0,2,0,0,0,2,0
1797,1,178,12,2,14,0,1,0,0,0,0,0,0,0,0,0,0
1798,1,178,10,2,14,1,0,0,0,0,0,0,0,0,0,0,0
1799,0,178,28,10,84,2,0,3,1,0,0,1,0,0,0,1,1
1800,1,178,8,4,22,1,1,0,0,0,0,0,0,0,0,0,0
1801,0,178,28,2,32,1,0,1,0,0,0,0,1,0,1,2,0
1802,1,178,16,2,24,0,0,1,0,0,0,0,0,0,0,0,0
1803,1,178,20,8,56,1,2,0,2,0,0,0,0,0,0,0,0
1804,1,178,10,2,16,0,0,0,1,0,0,0,0,0,0,0,0
1805,0,177,24,1,24,0,0,0,0,0,1,0,0,0,0,1,0
1806,0,177,30,9,76,1,2,2,1,1,2,0,0,0,0,2,0
1807,0,177,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1808,1,177,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
1809,1,177,14,1,14,0,0,1,0,0,0,0,0,0,0,0,0
1810,1,177,8,10,32,1,0,1,1,1,0,0,0,0,0,0,0
1811,1,177,32,1,32,0,0,0,1,0,0,0,0,0,0,0,0
1812,1,177,14,11,36,1,0,3,0,1,0,0,0,0,0,0,0
1813,1,177,6,2,14,1,0,0,0,0,1,0,0,0,0,1,0
1814,1,177,14,4,26,2,0,0,1,0,0,0,0,0,0,0,0
1815,0,176,6,7,20,2,1,1,0,0,0,0,1,0,0,1,0
1816,1,176,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
1817,0,176,10,2,18,1,0,0,0,0,0,0,0,0,0,0,0
1818,0,176,6,2,8,0,0,0,0,0,0,0,0,0,0,0,0
1819,0,176,8,3,14,0,0,0,1,0,0,0,0,0,0,0,0
1820,0,176,6,10,36,2,1,3,1,0,0,1,0,0,0,1,0
1821,0,176,12,1,12,0,0,0,0,0,0,1,0,0,0,1,0
1822,1,176,20,2,28,1,1,0,0,0,1,0,0,0,0,1,0
1823,1,176,32,6,68,0,0,2,2,0,0,0,0,1,0,1,0
1824,1,175,30,2,32,1,0,1,0,0,0,0,0,0,0,0,0
1825,1,175,36,1,36,0,0,0,0,0,0,1,0,0,0,1,0
1826,1,175,14,11,68,2,3,3,2,1,0,0,0,0,0,0,0
1827,1,175,12,2,16,0,0,0,0,1,0,0,0,0,0,0,0
1828,1,175,6,2,14,1,0,0,0,0,0,0,0,0,0,0,0
1829,1,175,28,3,40,1,0,0,0,1,0,2,0,0,0,2,0
1830,1,175,2,5,30,0,0,0,0,0,0,2,0,0,0,2,0
1831,1,175,12,1,12,0,0,0,0,0,0,2,0,0,0,2,0
1832,0,175,30,9,82,3,0,3,2,0,0,0,0,0,0,0,0
1833,1,174,16,2,22,0,0,0,0,1,0,1,0,0,0,1,1
1834,1,174,20,2,24,1,0,0,0,1,0,0,0,0,0,0,0
1835,1,174,14,4,28,2,0,0,1,0,1,0,0,0,0,1,0
1836,1,174,14,7,34,2,0,2,1,0,0,1,0,0,0,1,0
1837,0,174,4,7,32,0,2,1,0,2,1,1,0,0,0,2,0
1838,1,174,10,1,10,0,0,0,0,0,0,1,0,0,0,1,1
1839,1,174,16,2,22,0,0,1,0,0,0,1,0,0,0,1,0
1840,0,174,16,9,60,3,1,1,3,0,0,0,0,0,1,1,0
1841,0,174,12,2,16,0,1,0,0,0,1,0,0,0,0,1,0
1842,1,174,8,2,14,0,1,0,0,0,0,1,0,0,0,1,0
1843,1,173,20,2,28,0,0,1,1,0,0,0,0,0,0,0,0
1844,0,173,14,2,20,0,0,0,1,1,0,0,0,0,0,0,0
1845,0,173,16,8,44,3,1,1,1,1,1,0,0,0,0,1,0
1846,1,173,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1847,1,173,16,2,20,0,0,0,1,0,0,0,0,0,0,0,1
1848,1,173,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
1849,1,173,16,9,40,4,3,0,0,2,3,0,0,0,0,3,0
1850,1,173,24,8,56,2,0,2,3,1,1,0,1,0,0,2,0
1851,1,173,14,11,66,6,0,1,0,0,0,0,1,0,0,1,0
1852,1,173,18,1,18,0,0,0,0,1,0,0,1,0,0,1,0
1853,1,172,16,1,16,0,0,0,0,1,0,0,0,0,0,0,0
1854,0,172,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0
1855,0,172,10,1,10,0,0,0,0,0,1,0,0,0,0,1,0
1856,1,172,16,2,20,0,0,0,1,0,0,0,0,0,0,0,0
1857,1,172,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
1858,1,171,16,2,18,1,0,0,0,1,0,0,0,0,0,0,0
1859,1,171,30,11,92,3,1,3,1,1,1,2,0,0,0,3,0
1860,1,171,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0
1861,0,171,6,6,34,0,0,1,1,0,0,0,0,0,0,0,0
1862,1,171,12,1,12,0,0,0,0,0,0,0,1,0,0,1,0
1863,0,171,6,11,64,3,1,2,1,0,0,0,0,0,0,0,0
1864,1,171,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0
1865,0,171,4,2,8,0,0,0,0,0,0,0,0,0,0,0,1
1866,0,170,24,2,30,0,0,2,0,0,0,0,1,0,0,1,0
1867,1,170,32,8,54,2,1,0,2,1,0,2,0,0,0,2,0
1868,1,170,18,1,18,1,0,0,0,0,1,0,0,0,0,1,0
1869,1,170,14,2,16,0,0,0,1,0,0,0,0,0,0,0,0
1870,1,170,8,4,22,1,0,1,1,0,0,1,0,0,0,1,0
1871,0,170,34,1,34,1,0,0,0,0,0,1,0,0,0,1,0
1872,0,170,14,2,18,1,0,1,0,0,0,0,0,0,0,0,1
1873,1,170,14,10,50,2,0,2,2,1,0,0,0,0,0,0,0
1874,1,170,34,2,40,0,0,0,1,0,0,0,0,0,0,0,1
1875,1,170,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0
1876,0,169,14,3,24,0,0,0,0,1,2,0,0,1,1,4,1
1877,1,169,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
1878,1,169,28,4,42,1,0,2,1,0,0,0,0,0,0,0,0
1879,1,169,16,2,22,1,1,0,0,0,0,0,0,0,0,0,0
1880,1,169,22,10,62,1,0,4,2,0,0,0,0,0,0,0,0
1881,1,169,16,1,16,0,0,0,0,0,0,0,0,0,0,0,0
1882,0,169,6,7,44,2,1,2,0,0,0,0,0,0,0,0,0
1883,1,169,28,1,28,0,1,0,0,0,1,0,0,0,0,1,0
1884,1,169,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0
1885,0,169,14,8,56,2,1,3,1,1,0,0,0,0,1,1,0
1886,1,168,16,2,24,1,0,1,0,0,0,0,1,0,0,1,0
1887,1,168,20,7,36,0,2,3,0,0,1,1,0,0,0,2,0
1888,1,168,16,2,18,0,1,1,0,0,2,0,0,0,0,2,0
1889,1,168,6,2,8,0,0,0,0,0,1,0,1,0,0,2,0
1890,0,168,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0
1891,1,168,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1892,1,167,18,5,32,1,0,1,3,0,0,0,0,0,0,0,0
1893,1,167,14,3,24,0,1,1,0,1,0,0,1,0,0,1,0
1894,1,167,8,2,14,1,0,0,0,0,0,0,0,0,0,0,1
1895,0,167,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1896,1,167,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
1897,1,167,4,7,26,2,1,1,1,0,1,0,0,0,0,1,0
1898,1,167,14,2,18,1,0,1,0,0,0,0,0,0,0,0,0
1899,0,167,22,3,30,0,0,1,0,0,0,0,0,0,0,0,0
1900,1,167,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
1901,1,167,14,3,24,0,1,1,0,0,0,0,0,0,0,0,0
